county_fips_code,never,rarely,sometimes,frequently,always
08053,0.043,0.05,0.117,0.271,0.519
26039,0.043,0.05,0.061,0.181,0.666
26043,0.043,0.065,0.127,0.249,0.516
02122,0.043,0.047,0.051,0.197,0.662
13021,0.043,0.094,0.176,0.201,0.487
48319,0.043,0.091,0.163,0.247,0.456
25011,0.043,0.011,0.028,0.156,0.762
18089,0.043,0.057,0.088,0.219,0.592
13141,0.043,0.111,0.102,0.168,0.575
51023,0.043,0.079,0.106,0.221,0.551
40017,0.043,0.073,0.103,0.309,0.472
48311,0.043,0.002,0.21,0.203,0.542
02180,0.086,0.061,0.009,0.544,0.3
31177,0.086,0.116,0.15,0.261,0.386
47075,0.086,0.026,0.169,0.155,0.565
45051,0.086,0.052,0.081,0.19,0.591
22011,0.086,0.069,0.169,0.191,0.486
05065,0.086,0.121,0.133,0.23,0.43
22127,0.086,0.106,0.13,0.236,0.443
48203,0.086,0.037,0.088,0.19,0.599
17047,0.086,0.148,0.233,0.306,0.228
47173,0.086,0.145,0.167,0.181,0.421
17191,0.086,0.142,0.128,0.3,0.345
37159,0.086,0.065,0.131,0.175,0.542
31073,0.086,0.12,0.115,0.347,0.333
22043,0.086,0.041,0.109,0.229,0.535
29073,0.086,0.207,0.168,0.135,0.404
32009,0.086,0.004,0.006,0.032,0.872
38091,0.172,0.061,0.302,0.182,0.283
30019,0.172,0.244,0.186,0.269,0.129
30105,0.172,0.235,0.187,0.291,0.115
38059,0.172,0.235,0.096,0.293,0.205
30057,0.172,0.113,0.105,0.21,0.4
38047,0.172,0.156,0.104,0.295,0.272
45005,0.172,0.211,0.012,0.22,0.384
48001,0.172,0.104,0.095,0.088,0.541
38015,0.172,0.233,0.091,0.297,0.207
19197,0.172,0.299,0.173,0.125,0.232
13129,0.172,0.1,0.201,0.157,0.369
21137,0.172,0.054,0.093,0.172,0.509
30045,0.233,0.11,0.17,0.139,0.349
40047,0.233,0.103,0.127,0.28,0.258
46073,0.233,0.073,0.185,0.184,0.326
19029,0.341,0.07,0.124,0.238,0.227
40093,0.169,0.072,0.212,0.285,0.261
27149,0.169,0.126,0.117,0.192,0.397
47005,0.169,0.109,0.206,0.21,0.306
56027,0.169,0.191,0.177,0.222,0.241
30085,0.169,0.246,0.178,0.261,0.146
39073,0.169,0.137,0.21,0.104,0.38
45011,0.169,0.067,0.035,0.281,0.447
38051,0.169,0.128,0.136,0.275,0.291
47115,0.115,0.122,0.135,0.247,0.381
47019,0.115,0.031,0.151,0.215,0.487
19155,0.115,0.083,0.147,0.264,0.39
46075,0.115,0.03,0.101,0.293,0.462
38045,0.115,0.07,0.193,0.307,0.315
48483,0.23,0.139,0.158,0.126,0.346
29129,0.23,0.13,0.216,0.162,0.261
49023,0.335,0.023,0.079,0.193,0.369
21049,0.083,0.093,0.11,0.233,0.48
31061,0.083,0.168,0.083,0.288,0.378
51155,0.083,0.055,0.166,0.173,0.523
45027,0.083,0.147,0.128,0.157,0.486
47125,0.083,0.063,0.203,0.228,0.423
42065,0.083,0.046,0.142,0.197,0.531
01003,0.083,0.059,0.098,0.323,0.436
29195,0.083,0.23,0.112,0.186,0.389
54095,0.083,0.056,0.137,0.272,0.452
27171,0.083,0.109,0.162,0.259,0.387
13097,0.083,0.037,0.09,0.198,0.591
18029,0.083,0.1,0.168,0.277,0.371
40119,0.083,0.068,0.129,0.207,0.514
53071,0.083,0.022,0.061,0.193,0.641
48329,0.083,0.044,0.066,0.219,0.588
16071,0.083,0.173,0.153,0.185,0.406
08087,0.083,0.161,0.116,0.245,0.396
18077,0.083,0.219,0.218,0.225,0.255
23001,0.083,0.099,0.041,0.199,0.577
39079,0.166,0.141,0.247,0.105,0.341
47051,0.166,0.092,0.13,0.201,0.411
20055,0.166,0.089,0.163,0.239,0.343
27167,0.166,0.148,0.239,0.096,0.352
16083,0.166,0.222,0.101,0.177,0.335
46015,0.163,0.075,0.168,0.264,0.33
17069,0.163,0.072,0.235,0.191,0.34
20039,0.163,0.118,0.211,0.235,0.273
31051,0.163,0.16,0.131,0.162,0.383
29185,0.163,0.145,0.182,0.279,0.23
20025,0.163,0.13,0.126,0.232,0.348
29175,0.163,0.088,0.145,0.194,0.41
47025,0.163,0.114,0.091,0.236,0.397
55001,0.163,0.189,0.227,0.213,0.208
36027,0.007,0.009,0.031,0.099,0.854
51610,0.007,0.033,0.038,0.158,0.765
41003,0.007,0.007,0.059,0.156,0.77
48141,0.007,0.007,0.033,0.075,0.877
06113,0.007,0.005,0.04,0.156,0.791
23013,0.007,0.01,0.111,0.248,0.625
24001,0.007,0.01,0.035,0.213,0.736
36095,0.007,0.02,0.04,0.108,0.825
48021,0.007,0.02,0.084,0.161,0.729
37037,0.007,0.025,0.063,0.139,0.766
48091,0.007,0.044,0.063,0.146,0.74
51097,0.007,0.041,0.149,0.191,0.612
35039,0.007,0.054,0.102,0.162,0.675
34019,0.007,0.038,0.065,0.085,0.804
48451,0.007,0.038,0.071,0.271,0.613
13179,0.007,0.099,0.066,0.215,0.614
44001,0.007,0.003,0.02,0.143,0.827
42069,0.007,0.006,0.039,0.106,0.843
17037,0.007,0.012,0.034,0.191,0.756
51800,0.007,0.048,0.171,0.208,0.565
12087,0.007,0.001,0.014,0.159,0.819
13183,0.014,0.119,0.086,0.159,0.621
53003,0.014,0.029,0.115,0.32,0.522
26017,0.014,0.055,0.103,0.202,0.627
42017,0.014,0.018,0.032,0.131,0.805
35019,0.014,0.049,0.072,0.098,0.766
41023,0.014,0.062,0.132,0.12,0.671
36111,0.014,0.023,0.045,0.1,0.818
37083,0.014,0.007,0.068,0.2,0.711
37089,0.014,0.028,0.042,0.201,0.715
25023,0.014,0.017,0.045,0.112,0.812
48463,0.014,0.022,0.136,0.081,0.747
19103,0.014,0.044,0.069,0.2,0.673
48395,0.014,0.041,0.055,0.334,0.555
42009,0.014,0.111,0.1,0.205,0.57
51107,0.014,0.012,0.038,0.173,0.763
42035,0.014,0.024,0.077,0.19,0.696
51081,0.014,0.002,0.145,0.158,0.681
36021,0.014,0.004,0.029,0.104,0.848
42077,0.014,0.004,0.053,0.103,0.826
24013,0.014,0.008,0.062,0.17,0.746
50003,0.028,0.058,0.061,0.084,0.77
06017,0.028,0.042,0.072,0.183,0.675
39133,0.028,0.078,0.126,0.213,0.555
06021,0.028,0.026,0.146,0.206,0.594
24021,0.028,0.036,0.062,0.113,0.762
13061,0.028,0.066,0.12,0.223,0.562
08059,0.028,0.031,0.075,0.194,0.673
37027,0.028,0.031,0.072,0.199,0.67
31159,0.028,0.046,0.216,0.109,0.601
41033,0.028,0.056,0.072,0.192,0.652
34007,0.028,0.005,0.027,0.137,0.802
37055,0.028,0.005,0.102,0.194,0.671
37051,0.028,0.047,0.1,0.175,0.649
26095,0.028,0.03,0.088,0.237,0.617
42085,0.028,0.044,0.094,0.215,0.62
53053,0.028,0.057,0.103,0.206,0.606
05119,0.028,0.027,0.126,0.175,0.644
26125,0.028,0.027,0.049,0.169,0.727
37199,0.028,0.019,0.063,0.224,0.665
08055,0.028,0.051,0.051,0.275,0.595
08061,0.028,0.051,0.159,0.27,0.492
26117,0.028,0.137,0.167,0.21,0.458
04023,0.028,0.002,0.058,0.074,0.837
49035,0.028,0.032,0.094,0.202,0.644
29209,0.056,0.093,0.171,0.247,0.434
18181,0.056,0.177,0.194,0.189,0.384
21161,0.056,0.119,0.061,0.284,0.479
51121,0.056,0.042,0.09,0.171,0.64
28043,0.056,0.135,0.133,0.189,0.486
55065,0.056,0.098,0.197,0.253,0.396
01101,0.056,0.095,0.123,0.212,0.513
17063,0.056,0.056,0.105,0.183,0.599
35023,0.056,0.037,0.186,0.153,0.569
21023,0.056,0.249,0.065,0.238,0.392
13221,0.056,0.082,0.054,0.181,0.627
49019,0.056,0.111,0.098,0.176,0.558
39089,0.056,0.102,0.176,0.127,0.539
22045,0.112,0.084,0.085,0.253,0.467
17029,0.112,0.055,0.201,0.221,0.411
20033,0.112,0.144,0.128,0.271,0.346
47169,0.112,0.063,0.241,0.133,0.452
54105,0.112,0.059,0.219,0.222,0.389
01099,0.112,0.041,0.182,0.288,0.378
40107,0.112,0.035,0.241,0.193,0.419
21197,0.112,0.099,0.102,0.232,0.455
35025,0.112,0.024,0.115,0.331,0.418
48233,0.112,0.064,0.128,0.249,0.447
27095,0.224,0.122,0.159,0.146,0.349
31045,0.224,0.103,0.11,0.321,0.242
19009,0.224,0.073,0.194,0.187,0.322
19041,0.224,0.035,0.112,0.189,0.441
51830,0.005,0.009,0.001,0.249,0.737
48293,0.005,0.086,0.061,0.087,0.762
24029,0.005,0.014,0.06,0.207,0.714
48323,0.005,0.091,0.129,0.13,0.645
48031,0.005,0.019,0.115,0.074,0.788
48297,0.005,0.003,0.081,0.189,0.722
10005,0.005,0.001,0.035,0.103,0.856
41017,0.01,0.061,0.014,0.25,0.666
20085,0.01,0.116,0.161,0.136,0.577
32027,0.01,0.013,0.248,0.038,0.691
42103,0.01,0.013,0.036,0.165,0.777
36097,0.01,0.009,0.071,0.239,0.67
51013,0.01,0.018,0.035,0.187,0.75
06015,0.01,0.135,0.112,0.196,0.547
26019,0.01,0.049,0.062,0.164,0.715
17043,0.01,0.01,0.056,0.163,0.76
42045,0.01,0.01,0.044,0.123,0.814
37135,0.01,0.02,0.028,0.142,0.801
18123,0.01,0.109,0.087,0.252,0.542
28101,0.01,0.025,0.1,0.203,0.662
06043,0.01,0.094,0.049,0.186,0.661
35031,0.01,0.06,0.008,0.202,0.721
34025,0.01,0.022,0.041,0.164,0.764
51620,0.01,0.027,0.115,0.192,0.656
51700,0.01,0.038,0.035,0.145,0.772
18037,0.01,0.105,0.086,0.25,0.55
51678,0.01,0.146,0.059,0.121,0.663
19121,0.01,0.102,0.136,0.268,0.484
48027,0.01,0.035,0.078,0.205,0.672
37031,0.01,0.067,0.167,0.197,0.56
37145,0.01,0.008,0.07,0.166,0.746
15001,0.01,0.032,0.037,0.122,0.799
20151,0.02,0.183,0.101,0.309,0.387
53011,0.02,0.021,0.048,0.17,0.741
33005,0.02,0.075,0.093,0.202,0.609
34037,0.02,0.026,0.029,0.205,0.72
08031,0.02,0.018,0.062,0.194,0.707
17097,0.02,0.018,0.046,0.146,0.769
48051,0.02,0.072,0.071,0.281,0.555
55121,0.02,0.126,0.085,0.381,0.387
48477,0.02,0.031,0.087,0.328,0.534
48239,0.02,0.062,0.146,0.075,0.696
42037,0.02,0.046,0.05,0.163,0.721
13009,0.02,0.089,0.107,0.29,0.494
26077,0.02,0.059,0.062,0.167,0.693
25025,0.02,0.007,0.049,0.136,0.788
37091,0.02,0.007,0.06,0.217,0.696
34003,0.02,0.014,0.053,0.151,0.762
51029,0.02,0.01,0.124,0.132,0.714
12095,0.02,0.02,0.072,0.164,0.724
26141,0.02,0.04,0.143,0.223,0.575
47037,0.02,0.037,0.086,0.181,0.677
01007,0.02,0.034,0.096,0.278,0.572
25021,0.02,0.015,0.035,0.125,0.805
37067,0.02,0.022,0.068,0.183,0.706
25027,0.02,0.027,0.043,0.142,0.768
24019,0.02,0.006,0.011,0.119,0.844
36091,0.02,0.012,0.062,0.156,0.751
48367,0.02,0.048,0.055,0.206,0.671
34023,0.02,0.016,0.054,0.146,0.765
36061,0.02,0.016,0.04,0.121,0.803
37081,0.04,0.055,0.117,0.199,0.588
48241,0.04,0.055,0.068,0.125,0.712
51061,0.04,0.013,0.042,0.133,0.772
55051,0.04,0.052,0.142,0.248,0.518
24037,0.04,0.009,0.036,0.152,0.763
39111,0.04,0.144,0.139,0.291,0.386
02261,0.04,0.049,0.052,0.197,0.663
31081,0.04,0.124,0.157,0.252,0.427
46011,0.04,0.124,0.263,0.229,0.345
12021,0.04,0.023,0.067,0.212,0.658
18151,0.04,0.089,0.17,0.169,0.532
27143,0.04,0.175,0.172,0.38,0.233
36093,0.04,0.007,0.051,0.06,0.841
45043,0.04,0.014,0.079,0.191,0.675
48261,0.04,0.01,0.08,0.098,0.772
13289,0.04,0.077,0.188,0.148,0.547
51087,0.04,0.037,0.071,0.191,0.662
48119,0.04,0.074,0.094,0.285,0.507
37025,0.04,0.022,0.092,0.27,0.576
21209,0.04,0.044,0.076,0.081,0.759
36103,0.04,0.019,0.053,0.106,0.782
19105,0.04,0.105,0.165,0.336,0.355
37001,0.04,0.073,0.126,0.175,0.586
21107,0.04,0.067,0.174,0.217,0.502
35027,0.04,0.012,0.055,0.162,0.731
49037,0.04,0.064,0.042,0.21,0.644
21015,0.08,0.087,0.081,0.232,0.52
47129,0.08,0.113,0.077,0.318,0.413
48475,0.08,0.052,0.094,0.197,0.577
48299,0.08,0.036,0.056,0.214,0.615
26063,0.08,0.072,0.032,0.271,0.544
28015,0.08,0.144,0.119,0.12,0.537
48011,0.08,0.066,0.116,0.25,0.488
53013,0.08,0.031,0.079,0.223,0.586
47121,0.08,0.118,0.136,0.214,0.453
13317,0.08,0.086,0.114,0.172,0.548
48103,0.08,0.056,0.096,0.199,0.57
29031,0.08,0.109,0.137,0.285,0.389
33017,0.08,0.074,0.098,0.19,0.558
21139,0.08,0.1,0.29,0.191,0.339
05019,0.08,0.091,0.08,0.231,0.518
38067,0.08,0.216,0.202,0.256,0.247
37097,0.08,0.051,0.106,0.219,0.544
46117,0.08,0.024,0.104,0.245,0.546
19081,0.08,0.384,0.146,0.174,0.216
20167,0.16,0.174,0.174,0.157,0.335
56013,0.16,0.062,0.06,0.294,0.424
38029,0.16,0.221,0.094,0.302,0.222
29173,0.16,0.106,0.248,0.196,0.29
48393,0.16,0.074,0.133,0.205,0.427
13293,0.16,0.1,0.114,0.206,0.421
46097,0.16,0.123,0.216,0.218,0.284
18145,0.16,0.057,0.177,0.193,0.413
47141,0.16,0.164,0.207,0.099,0.369
37053,0.157,0.021,0.131,0.167,0.524
47063,0.157,0.113,0.121,0.189,0.42
55097,0.157,0.159,0.215,0.188,0.28
39047,0.157,0.055,0.328,0.158,0.302
55123,0.157,0.052,0.093,0.244,0.454
39071,0.157,0.144,0.068,0.162,0.468
30069,0.157,0.154,0.174,0.247,0.269
38085,0.157,0.228,0.108,0.295,0.211
47041,0.157,0.152,0.231,0.132,0.328
21119,0.157,0.073,0.13,0.142,0.497
27067,0.109,0.107,0.182,0.29,0.312
55137,0.109,0.147,0.202,0.186,0.356
46135,0.109,0.205,0.167,0.26,0.259
40129,0.109,0.248,0.192,0.091,0.36
13199,0.109,0.086,0.138,0.15,0.517
18033,0.109,0.074,0.118,0.149,0.55
29025,0.109,0.133,0.211,0.18,0.367
48301,0.109,0.047,0.081,0.221,0.543
39121,0.109,0.176,0.139,0.219,0.357
16059,0.109,0.173,0.231,0.125,0.362
37107,0.109,0.041,0.112,0.228,0.51
28131,0.109,0.064,0.124,0.224,0.479
20065,0.218,0.156,0.247,0.129,0.25
19137,0.218,0.034,0.084,0.378,0.286
38041,0.218,0.207,0.15,0.232,0.193
47107,0.077,0.087,0.155,0.298,0.384
48461,0.077,0.058,0.088,0.21,0.567
49033,0.077,0.113,0.062,0.327,0.421
37087,0.077,0.039,0.03,0.188,0.666
08121,0.077,0.208,0.101,0.303,0.31
05111,0.077,0.098,0.141,0.287,0.397
28085,0.077,0.129,0.136,0.142,0.516
28059,0.077,0.092,0.12,0.24,0.472
18045,0.077,0.089,0.147,0.212,0.474
21079,0.077,0.043,0.063,0.276,0.54
55059,0.077,0.083,0.097,0.155,0.589
19089,0.077,0.151,0.176,0.183,0.413
27135,0.077,0.151,0.211,0.234,0.327
40113,0.077,0.103,0.23,0.218,0.372
13093,0.077,0.034,0.058,0.204,0.627
39031,0.077,0.194,0.294,0.178,0.258
37099,0.077,0.065,0.067,0.176,0.616
12111,0.077,0.022,0.08,0.173,0.648
40127,0.077,0.152,0.122,0.261,0.388
53001,0.077,0.051,0.072,0.076,0.724
01097,0.077,0.07,0.102,0.244,0.506
39109,0.077,0.07,0.19,0.227,0.436
24023,0.077,0.008,0.04,0.305,0.571
19127,0.077,0.064,0.153,0.226,0.48
29045,0.154,0.138,0.165,0.223,0.32
20029,0.154,0.077,0.118,0.217,0.434
20051,0.154,0.154,0.224,0.148,0.32
40037,0.154,0.074,0.145,0.212,0.415
40115,0.154,0.13,0.229,0.151,0.337
22039,0.215,0.077,0.111,0.211,0.387
13015,0.215,0.05,0.123,0.143,0.47
21203,0.215,0.079,0.075,0.157,0.474
01029,0.151,0.125,0.138,0.217,0.368
47089,0.151,0.092,0.149,0.176,0.431
38021,0.151,0.077,0.227,0.277,0.267
05103,0.151,0.097,0.06,0.242,0.449
45023,0.151,0.065,0.055,0.23,0.5
31091,0.151,0.123,0.11,0.279,0.337
16007,0.151,0.12,0.102,0.243,0.385
51099,0.151,0.044,0.086,0.053,0.666
20017,0.151,0.082,0.212,0.225,0.331
21009,0.053,0.093,0.09,0.176,0.588
17141,0.053,0.045,0.129,0.184,0.589
31057,0.053,0.232,0.173,0.231,0.311
13239,0.053,0.15,0.095,0.163,0.538
54089,0.053,0.104,0.166,0.111,0.567
13031,0.053,0.049,0.163,0.31,0.424
19125,0.053,0.049,0.209,0.26,0.429
45081,0.053,0.095,0.117,0.206,0.529
37007,0.053,0.062,0.08,0.163,0.641
18043,0.053,0.086,0.154,0.233,0.474
01001,0.053,0.074,0.134,0.295,0.444
04003,0.053,0.025,0.147,0.194,0.581
21099,0.053,0.034,0.118,0.185,0.61
51047,0.053,0.068,0.013,0.213,0.653
20015,0.053,0.133,0.122,0.222,0.47
01009,0.053,0.114,0.18,0.194,0.459
29213,0.053,0.079,0.214,0.155,0.499
18053,0.053,0.108,0.133,0.311,0.393
55037,0.053,0.073,0.143,0.238,0.494
55079,0.053,0.067,0.119,0.264,0.497
48083,0.053,0.048,0.084,0.259,0.556
20145,0.053,0.096,0.137,0.217,0.497
31059,0.053,0.096,0.263,0.375,0.213
01081,0.053,0.064,0.138,0.183,0.562
42051,0.053,0.064,0.144,0.161,0.578
48183,0.053,0.064,0.074,0.186,0.623
51143,0.106,0.045,0.147,0.135,0.567
12007,0.106,0.168,0.172,0.173,0.381
40135,0.106,0.11,0.209,0.212,0.362
53021,0.106,0.013,0.059,0.069,0.753
22079,0.106,0.046,0.087,0.236,0.524
20041,0.106,0.118,0.148,0.243,0.385
28129,0.106,0.172,0.111,0.194,0.417
13233,0.106,0.071,0.192,0.145,0.485
13297,0.106,0.127,0.184,0.141,0.442
29009,0.106,0.06,0.256,0.235,0.343
29203,0.212,0.25,0.198,0.098,0.243
19025,0.212,0.117,0.213,0.153,0.304
13043,0.037,0.045,0.177,0.264,0.477
39097,0.037,0.087,0.167,0.262,0.447
12117,0.037,0.039,0.066,0.141,0.717
42071,0.037,0.013,0.054,0.172,0.724
12119,0.037,0.036,0.064,0.235,0.628
32019,0.037,0.069,0.05,0.173,0.671
28153,0.037,0.062,0.121,0.194,0.587
51065,0.037,0.014,0.077,0.1,0.772
16035,0.037,0.112,0.127,0.25,0.475
37013,0.037,0.08,0.041,0.219,0.623
18105,0.037,0.037,0.094,0.242,0.591
21029,0.037,0.091,0.156,0.181,0.535
19061,0.037,0.155,0.189,0.189,0.43
28039,0.037,0.102,0.088,0.346,0.428
51027,0.037,0.099,0.219,0.181,0.463
18017,0.037,0.192,0.283,0.206,0.283
40143,0.074,0.061,0.141,0.243,0.482
45047,0.074,0.087,0.226,0.151,0.463
19101,0.074,0.116,0.221,0.191,0.398
39001,0.074,0.116,0.149,0.222,0.439
19083,0.074,0.075,0.195,0.214,0.441
51067,0.074,0.098,0.069,0.189,0.57
26127,0.074,0.033,0.114,0.163,0.616
47099,0.074,0.129,0.156,0.192,0.45
27147,0.074,0.062,0.144,0.354,0.365
51169,0.074,0.124,0.121,0.157,0.523
05081,0.074,0.121,0.106,0.201,0.499
35005,0.074,0.04,0.108,0.144,0.634
21123,0.074,0.053,0.09,0.213,0.57
12081,0.074,0.037,0.062,0.201,0.626
47145,0.074,0.142,0.105,0.274,0.405
55139,0.074,0.194,0.126,0.156,0.45
35035,0.074,0.03,0.143,0.158,0.595
39053,0.074,0.082,0.203,0.178,0.463
28013,0.074,0.161,0.092,0.179,0.494
17083,0.074,0.079,0.124,0.185,0.537
37059,0.074,0.067,0.037,0.14,0.681
27161,0.074,0.048,0.117,0.332,0.429
05083,0.148,0.11,0.12,0.143,0.479
19003,0.148,0.11,0.15,0.311,0.281
20201,0.148,0.075,0.111,0.234,0.432
40105,0.148,0.121,0.164,0.181,0.386
47067,0.148,0.243,0.059,0.14,0.41
01027,0.148,0.158,0.195,0.169,0.329
47015,0.209,0.089,0.238,0.182,0.282
19187,0.209,0.167,0.161,0.101,0.362
54039,0.145,0.039,0.064,0.147,0.605
47175,0.145,0.147,0.147,0.239,0.323
05013,0.145,0.132,0.108,0.211,0.404
56011,0.145,0.115,0.143,0.192,0.404
13091,0.145,0.025,0.15,0.236,0.443
51005,0.145,0.034,0.123,0.174,0.525
28117,0.103,0.104,0.17,0.234,0.389
21083,0.103,0.069,0.266,0.222,0.34
22117,0.103,0.046,0.148,0.242,0.461
12123,0.103,0.086,0.19,0.145,0.476
17017,0.103,0.08,0.19,0.187,0.441
31111,0.103,0.145,0.123,0.287,0.341
29187,0.103,0.12,0.085,0.264,0.428
02158,0.103,0.022,0.007,0.521,0.347
55043,0.103,0.102,0.18,0.166,0.449
13151,0.103,0.048,0.091,0.181,0.578
05077,0.103,0.032,0.195,0.263,0.407
38009,0.206,0.119,0.142,0.259,0.274
38049,0.206,0.132,0.124,0.263,0.275
31095,0.206,0.05,0.055,0.306,0.384
16039,0.206,0.044,0.038,0.173,0.539
20109,0.206,0.131,0.194,0.189,0.28
30005,0.287,0.08,0.188,0.252,0.192
47161,0.071,0.045,0.15,0.214,0.521
55133,0.071,0.165,0.145,0.258,0.361
27099,0.071,0.107,0.113,0.262,0.448
13005,0.071,0.132,0.187,0.188,0.421
12029,0.071,0.095,0.119,0.318,0.397
51640,0.071,0.086,0.049,0.243,0.551
39009,0.071,0.115,0.164,0.236,0.413
55091,0.071,0.056,0.198,0.233,0.443
41045,0.071,0.206,0.213,0.206,0.305
45035,0.071,0.071,0.123,0.16,0.576
22111,0.071,0.142,0.106,0.244,0.436
51685,0.071,0.025,0.017,0.167,0.72
05029,0.071,0.12,0.137,0.347,0.325
20121,0.071,0.044,0.095,0.25,0.54
48247,0.071,0.003,0.079,0.099,0.748
45073,0.142,0.061,0.103,0.221,0.472
47061,0.142,0.165,0.151,0.212,0.33
29205,0.142,0.144,0.16,0.238,0.317
29149,0.142,0.196,0.293,0.129,0.241
46123,0.142,0.066,0.138,0.311,0.343
56045,0.142,0.129,0.148,0.207,0.374
46069,0.142,0.053,0.142,0.234,0.43
20183,0.142,0.257,0.088,0.195,0.319
18049,0.142,0.114,0.128,0.217,0.399
39115,0.142,0.114,0.153,0.259,0.332
40079,0.142,0.152,0.156,0.196,0.354
47071,0.142,0.14,0.107,0.241,0.371
30055,0.142,0.274,0.179,0.267,0.139
30027,0.284,0.111,0.157,0.187,0.261
38083,0.203,0.186,0.091,0.285,0.235
20195,0.203,0.115,0.256,0.137,0.291
40003,0.203,0.096,0.188,0.25,0.262
29161,0.139,0.177,0.119,0.244,0.32
27121,0.139,0.147,0.103,0.216,0.395
48179,0.139,0.069,0.134,0.222,0.436
39143,0.139,0.074,0.109,0.209,0.469
48129,0.139,0.065,0.147,0.21,0.439
30021,0.139,0.249,0.176,0.274,0.161
51109,0.025,0.045,0.036,0.146,0.748
24031,0.025,0.029,0.041,0.128,0.777
41015,0.025,0.058,0.1,0.162,0.655
09011,0.025,0.021,0.066,0.142,0.747
01105,0.025,0.084,0.087,0.187,0.618
06107,0.025,0.039,0.115,0.136,0.685
21185,0.025,0.039,0.098,0.278,0.56
51195,0.025,0.075,0.099,0.158,0.643
37175,0.025,0.013,0.047,0.224,0.691
51139,0.025,0.052,0.237,0.166,0.52
36119,0.025,0.018,0.044,0.115,0.798
26113,0.025,0.036,0.082,0.191,0.666
17195,0.025,0.066,0.042,0.218,0.649
40075,0.025,0.19,0.131,0.239,0.415
26047,0.025,0.062,0.075,0.219,0.618
48161,0.025,0.121,0.085,0.137,0.632
26131,0.025,0.086,0.123,0.265,0.501
06067,0.025,0.028,0.062,0.164,0.722
12055,0.025,0.056,0.145,0.138,0.635
20209,0.025,0.056,0.076,0.178,0.665
51840,0.025,0.056,0.032,0.277,0.611
26007,0.025,0.04,0.144,0.18,0.612
26003,0.025,0.034,0.118,0.229,0.595
26159,0.025,0.068,0.137,0.183,0.587
48185,0.025,0.047,0.04,0.348,0.54
51600,0.025,0.015,0.075,0.173,0.712
12097,0.025,0.022,0.058,0.176,0.72
06003,0.025,0.085,0.088,0.19,0.612
54065,0.025,0.085,0.169,0.258,0.463
12103,0.025,0.019,0.074,0.133,0.75
02130,0.025,0.149,0.174,0.256,0.396
05051,0.025,0.102,0.068,0.21,0.596
42113,0.025,0.035,0.038,0.141,0.76
48419,0.025,0.035,0.117,0.369,0.453
29186,0.025,0.14,0.144,0.311,0.38
17007,0.025,0.006,0.065,0.244,0.66
06079,0.025,0.024,0.037,0.169,0.745
26051,0.025,0.024,0.109,0.338,0.503
31121,0.05,0.125,0.137,0.234,0.454
39075,0.05,0.087,0.134,0.271,0.457
37153,0.05,0.039,0.145,0.153,0.612
53065,0.05,0.039,0.069,0.257,0.585
26035,0.05,0.026,0.102,0.308,0.514
29197,0.05,0.101,0.211,0.222,0.416
08095,0.05,0.19,0.137,0.255,0.368
12105,0.05,0.063,0.085,0.172,0.63
17137,0.05,0.062,0.177,0.178,0.533
28109,0.05,0.124,0.088,0.251,0.487
55115,0.05,0.121,0.355,0.188,0.286
23005,0.05,0.053,0.046,0.182,0.669
45015,0.05,0.074,0.107,0.171,0.597
36031,0.05,0.05,0.057,0.107,0.736
18127,0.05,0.1,0.108,0.231,0.512
41037,0.05,0.017,0.127,0.247,0.558
20061,0.05,0.068,0.113,0.27,0.499
27129,0.05,0.136,0.193,0.374,0.247
51177,0.05,0.019,0.03,0.115,0.785
28163,0.05,0.038,0.145,0.159,0.608
13229,0.05,0.143,0.127,0.157,0.522
48371,0.05,0.051,0.15,0.197,0.551
26005,0.05,0.035,0.133,0.283,0.5
37141,0.05,0.035,0.142,0.169,0.603
17121,0.1,0.093,0.101,0.302,0.404
54023,0.1,0.232,0.067,0.193,0.407
26069,0.1,0.084,0.099,0.206,0.511
56025,0.1,0.084,0.094,0.325,0.398
17181,0.1,0.078,0.162,0.195,0.466
20181,0.1,0.27,0.159,0.24,0.231
39045,0.1,0.095,0.135,0.142,0.527
16029,0.1,0.181,0.191,0.202,0.326
45003,0.1,0.086,0.116,0.193,0.505
13241,0.1,0.083,0.124,0.229,0.464
47113,0.1,0.056,0.129,0.334,0.381
37015,0.1,0.04,0.064,0.214,0.582
05129,0.1,0.088,0.125,0.149,0.538
21075,0.1,0.102,0.202,0.217,0.38
48205,0.1,0.07,0.116,0.28,0.434
39175,0.1,0.201,0.138,0.135,0.426
29131,0.2,0.126,0.137,0.147,0.39
35015,0.2,0.07,0.092,0.239,0.399
38007,0.2,0.201,0.137,0.244,0.218
29039,0.275,0.056,0.173,0.155,0.341
42027,0.017,0.013,0.076,0.101,0.792
06055,0.017,0.026,0.033,0.149,0.773
28099,0.017,0.018,0.066,0.171,0.729
36059,0.017,0.018,0.043,0.142,0.779
37191,0.017,0.018,0.09,0.132,0.744
08027,0.017,0.098,0.153,0.234,0.498
12075,0.017,0.132,0.072,0.187,0.592
12115,0.017,0.031,0.073,0.175,0.704
06073,0.017,0.023,0.034,0.126,0.8
53043,0.017,0.086,0.023,0.108,0.765
34021,0.017,0.014,0.05,0.162,0.757
37063,0.017,0.014,0.033,0.104,0.832
53061,0.017,0.014,0.056,0.191,0.721
51720,0.017,0.056,0.085,0.155,0.687
